review_id,player_id,ship_id,voyage_id,review_text,rating,review_date,language
202,251,4,16,The casino on the Carnival Venezia was terrible! Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-10-13,es
203,152,12,58,The dealers on the Volendam were professional. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-11-03,de
204,489,8,37,Had a wonderful time at the roulette tables on the Nieuw Statendam. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-10-18,en
205,30,12,57,First time playing poker on a cruise ship (Volendam). Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-20,en
206,384,7,35,"The VIP room was a fantastic experience. Personalized service and higher limits. Overall, the Rotterdam casino gets a two thumbs up from me.",4,2025-11-15,en
207,77,1,4,Spent most evenings in the casino on the Mardi Gras. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,2,2025-11-12,en
208,379,9,43,"Spent most evenings in the casino on the Koningsdam. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-05,en
209,248,9,43,"Great selection of table games. The blackjack tables had reasonable minimums. Overall, the Koningsdam casino gets a solid recommendation from me.",4,2025-11-06,en
210,270,5,23,Casino experience on our Mediterranean 14-Day cruise aboard the Carnival Firenze: The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,1,2025-11-02,en
211,188,11,53,The casino on the Westerdam was disappointing! Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-11-13,es
212,410,10,46,Had a decent time at the craps tables on the Zuiderdam. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-10-17,en
213,27,12,58,Spent most evenings in the casino on the Volendam. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-31,en
214,82,9,42,"The dealers on the Koningsdam were professional. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-07,es
215,189,4,17,First time playing blackjack on a cruise ship (Carnival Venezia). Slot machines seemed very tight. Played for hours without any significant wins.,2,2025-10-12,en
216,167,9,42,"Casino experience on our Hawaii 15-Day cruise aboard the Koningsdam: Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-01,en
217,152,8,37,Spent most evenings in the casino on the Nieuw Statendam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-10-28,en
218,290,3,14,"Best casino experience I have had on any cruise line. Will definitely come back. Overall, the Jubilee casino gets a thumbs up from me.",4,2025-11-14,en
219,342,12,57,I hated the slot machines on the Volendam. The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-10-17,en
220,319,11,51,The dealers on the Westerdam were friendly. The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-09,en
221,398,2,7,Had a decent time at the poker tables on the Celebration. Slot machines seemed very tight. Played for hours without any significant wins.,2,2025-10-24,en
222,360,3,12,I was thrilled by the slot machines on the Jubilee. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-11-06,en
223,52,11,51,First time playing baccarat on a cruise ship (Westerdam). The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-10-12,en
224,452,5,22,The dealers on the Carnival Firenze were excellent. Great selection of table games. The blackjack tables had reasonable minimums.,5,2025-10-12,en
225,362,6,30,Casino experience on our Mediterranean 14-Day cruise aboard the Carnival Panorama: Felt like the house edge was much higher than Las Vegas. Not great value.,2,2025-12-04,en
226,253,5,24,"I hated the slot machines on the Carnival Firenze. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-13,de
227,110,9,43,Casino experience on our Mexican Riviera 7-Day cruise aboard the Koningsdam: Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-08,es
228,415,5,25,"Casino experience on our Panama Canal 11-Day cruise aboard the Carnival Firenze: The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-24,en
229,116,11,53,First time playing baccarat on a cruise ship (Westerdam). Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-11-04,en
230,399,8,36,I was disappointed by the slot machines on the Nieuw Statendam. ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-10-09,en
231,288,2,8,Had a wonderful time at the slots tables on the Celebration. ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-11-05,en
232,89,8,39,First time playing craps on a cruise ship (Nieuw Statendam). Won big on the slot machines! The atmosphere was electric with everyone cheering.,4,2025-11-13,en
233,59,8,36,I hated the slot machines on the Nieuw Statendam. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-10,en
234,297,5,24,"Casino experience on our Bahamas 4-Day cruise aboard the Carnival Firenze: Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-11-04,en
235,88,1,2,The dealers on the Mardi Gras were friendly. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-10-21,en
236,27,6,26,"Spent most evenings in the casino on the Carnival Panorama. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-25,en
237,227,10,49,Casino experience on our Western Caribbean 7-Day cruise aboard the Zuiderdam: The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-18,en
238,271,10,46,The casino on the Zuiderdam was outstanding! Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-10-18,en
239,347,10,50,Casino experience on our Bermuda 5-Day cruise aboard the Zuiderdam: Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-11-22,en
240,315,10,50,"The casino on the Zuiderdam was wonderful! Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-20,en
241,24,6,26,I enjoyed the slot machines on the Carnival Panorama. Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-10-28,en
242,364,6,27,"Best casino experience I have had on any cruise line. Will definitely come back. Overall, the Carnival Panorama casino gets a strong avoid from me.",4,2025-10-29,en
243,310,10,46,The casino on the Zuiderdam was great! Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-10-18,en
244,240,7,32,"Great selection of table games. The blackjack tables had reasonable minimums. Overall, the Rotterdam casino gets a strong avoid from me.",5,2025-10-21,en
245,15,10,46,"Progressive jackpot slots were exciting. Someone won $15,000 on our sailing! Overall, the Zuiderdam casino gets a two thumbs up from me.",5,2025-10-07,en
246,118,12,57,The dealers on the Volendam were rude. Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-10-26,en
247,397,10,49,The dealers on the Zuiderdam were excellent. The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-19,en
248,398,1,1,Had a wonderful time at the roulette tables on the Mardi Gras. Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-11,en
249,450,12,60,Had a mediocre time at the poker tables on the Volendam. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-11-17,es
250,391,4,20,The dealers on the Carnival Venezia were impatient. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-11-11,en
251,26,7,33,The casino on the Rotterdam was okay! Won big on the slot machines! The atmosphere was electric with everyone cheering.,5,2025-11-01,en
252,299,12,57,"The dealers on the Volendam were wonderful. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-19,en
253,410,7,33,I was disappointed by the slot machines on the Rotterdam. Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-10-30,es
254,46,3,11,"Spent a couple of evenings playing slots. Normal odds, nothing special to report. Overall, the Jubilee casino gets a solid recommendation from me.",3,2025-10-23,en
255,307,2,10,"Casino experience on our Hawaii 15-Day cruise aboard the Celebration: Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-30,en
256,236,7,35,Casino experience on our Alaska 7-Day cruise aboard the Rotterdam: The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-16,en
257,261,9,45,The dealers on the Koningsdam were professional. Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-11-27,en
258,64,8,36,"Had a mediocre time at the baccarat tables on the Nieuw Statendam. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-20,en
259,10,1,3,First time playing roulette on a cruise ship (Mardi Gras). The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-29,en
260,168,8,38,I was disappointed by the slot machines on the Nieuw Statendam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-13,en
261,110,6,27,Casino experience on our Mexican Riviera 7-Day cruise aboard the Carnival Panorama: The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-02,en
262,175,1,4,"I was thrilled by the slot machines on the Mardi Gras. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-11,en
263,462,3,12,"Spent most evenings in the casino on the Jubilee. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-25,en
264,57,4,20,Spent most evenings in the casino on the Carnival Venezia. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-11-14,en
265,454,11,52,"The VIP room was a fantastic experience. Personalized service and higher limits. Overall, the Westerdam casino gets a solid recommendation from me.",5,2025-11-06,en
266,463,11,55,The dealers on the Westerdam were attentive. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-12-03,en
267,491,7,35,The casino on the Rotterdam was amazing! Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-11-22,en
268,34,6,26,"First time playing craps on a cruise ship (Carnival Panorama). Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-23,en
269,269,9,43,Spent most evenings in the casino on the Koningsdam. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-11-08,en
270,40,11,55,"The dealers were friendly and professional, made the experience really enjoyable. Overall, the Westerdam casino gets a strong avoid from me.",4,2025-12-01,en
271,323,2,7,Spent most evenings in the casino on the Celebration. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-10-25,en
272,79,4,20,Had a decent time at the slots tables on the Carnival Venezia. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-11-12,es
273,251,12,56,I was disappointed by the slot machines on the Volendam. Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-13,en
274,152,4,20,Casino experience on our Bermuda 5-Day cruise aboard the Carnival Venezia: Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-11-22,en
275,135,1,4,Had a amazing time at the slots tables on the Mardi Gras. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-11-02,en
276,318,5,22,The dealers on the Carnival Firenze were impatient. Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-10-20,en
277,39,5,24,"Progressive jackpot slots were exciting. Someone won $15,000 on our sailing! Overall, the Carnival Firenze casino gets a thumbs up from me.",4,2025-11-02,en
278,295,8,39,Casino experience on our Western Caribbean 7-Day cruise aboard the Nieuw Statendam: Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-14,en
279,462,11,55,First time playing slots on a cruise ship (Westerdam). Won big on the slot machines! The atmosphere was electric with everyone cheering.,5,2025-12-04,en
280,297,11,55,The casino on the Westerdam was decent! Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-12-02,en
281,264,12,59,I loved the slot machines on the Volendam. Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-30,en
282,151,3,11,"First time playing blackjack on a cruise ship (Jubilee). The dealers were friendly and professional, made the experience really enjoyable.",5,2025-10-20,fr
283,195,3,14,I hated the slot machines on the Jubilee. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-11-16,en
284,418,5,22,The casino on the Carnival Firenze was fantastic! Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-10-19,fr
285,247,5,25,"Had a terrible time at the baccarat tables on the Carnival Firenze. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-19,en
286,497,1,2,"The dealers were friendly and professional, made the experience really enjoyable. Overall, the Mardi Gras casino gets a strong avoid from me.",4,2025-10-29,en
287,445,6,30,Had a amazing time at the craps tables on the Carnival Panorama. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-12-10,en
288,163,4,19,"Casino was extremely smoky. Needs better ventilation or a non-smoking section. Overall, the Carnival Venezia casino gets a mixed review from me.",2,2025-11-14,en
289,496,5,23,First time playing baccarat on a cruise ship (Carnival Firenze). Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-11-09,en
290,291,10,48,"Great selection of table games. The blackjack tables had reasonable minimums. Overall, the Zuiderdam casino gets a thumbs up from me.",5,2025-11-02,en
291,78,3,14,I hated the slot machines on the Jubilee. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-09,en
292,317,7,33,Had a fantastic time at the slots tables on the Rotterdam. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,2,2025-11-08,en
293,475,3,11,Had a decent time at the poker tables on the Jubilee. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-25,en
294,388,11,51,Casino experience on our Mexican Riviera 7-Day cruise aboard the Westerdam: Great selection of table games. The blackjack tables had reasonable minimums.,5,2025-10-10,en
295,33,4,16,First time playing blackjack on a cruise ship (Carnival Venezia). Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-16,en
296,67,2,6,"Slot machines seemed very tight. Played for hours without any significant wins. Overall, the Celebration casino gets a thumbs up from me.",2,2025-10-14,en
297,198,10,48,The dealers on the Zuiderdam were slow. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-11-01,en
298,463,12,58,"Progressive jackpot slots were exciting. Someone won $15,000 on our sailing! Overall, the Volendam casino gets a mixed review from me.",5,2025-10-25,en
299,261,2,7,I appreciated the slot machines on the Celebration. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-11-02,en
300,188,7,32,Spent most evenings in the casino on the Rotterdam. ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-10-29,fr
301,457,1,4,Had a amazing time at the baccarat tables on the Mardi Gras. Won big on the slot machines! The atmosphere was electric with everyone cheering.,4,2025-11-11,en
302,403,7,32,"First time playing baccarat on a cruise ship (Rotterdam). The dealers were friendly and professional, made the experience really enjoyable.",5,2025-10-30,en
303,430,10,47,Casino experience on our Western Caribbean 7-Day cruise aboard the Zuiderdam: Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-22,en
304,364,7,32,First time playing baccarat on a cruise ship (Rotterdam). Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-10-21,en
305,456,7,34,Casino experience on our Bahamas 4-Day cruise aboard the Rotterdam: The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-13,en
306,454,11,54,"Had a terrible time at the craps tables on the Westerdam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-11-27,en
307,355,3,15,"I appreciated the slot machines on the Jubilee. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-15,fr
308,231,11,51,I hated the slot machines on the Westerdam. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,1,2025-10-14,en
309,305,8,38,The dealers on the Nieuw Statendam were excellent. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-11-08,en
310,225,11,53,Spent most evenings in the casino on the Westerdam. The casino was too small for the number of passengers. Always crowded and noisy.,2,2025-11-06,es
311,484,12,60,Spent most evenings in the casino on the Volendam. The poker room closed too early. Would have liked late-night tournament options.,2,2025-11-20,en
312,73,12,58,The casino on the Volendam was terrible! The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-02,en
313,75,11,51,First time playing baccarat on a cruise ship (Westerdam). Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-10-13,en
314,229,1,4,"Progressive jackpot slots were exciting. Someone won $15,000 on our sailing! Overall, the Mardi Gras casino gets a strong avoid from me.",4,2025-11-07,en
315,446,2,9,Spent most evenings in the casino on the Celebration. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-11-06,en
316,459,2,7,I appreciated the slot machines on the Celebration. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-10-28,en
317,227,3,11,"Spent most evenings in the casino on the Jubilee. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-27,en
318,136,8,40,"The VIP room was a fantastic experience. Personalized service and higher limits. Overall, the Nieuw Statendam casino gets a mixed review from me.",5,2025-11-25,es
319,32,2,8,Spent most evenings in the casino on the Celebration. The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-07,en
320,70,10,50,"First time playing poker on a cruise ship (Zuiderdam). Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-11-26,en
321,431,2,6,"Casino experience on our Southern Caribbean 10-Day cruise aboard the Celebration: Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-18,en
322,163,5,23,The dealers on the Carnival Firenze were attentive. The casino was too small for the number of passengers. Always crowded and noisy.,1,2025-11-09,en
323,100,12,56,First time playing slots on a cruise ship (Volendam). Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-10-16,en
324,407,9,44,Spent most evenings in the casino on the Koningsdam. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-11-13,fr
325,479,4,19,"Spent most evenings in the casino on the Carnival Venezia. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-10,en
326,73,11,51,I was disappointed by the slot machines on the Westerdam. Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-10-21,en
327,33,6,27,The casino on the Carnival Panorama was wonderful! Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-10-25,en
328,450,2,7,Spent most evenings in the casino on the Celebration. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-20,en
329,478,6,30,I hated the slot machines on the Carnival Panorama. Won big on the slot machines! The atmosphere was electric with everyone cheering.,4,2025-12-01,en
330,433,11,51,I loved the slot machines on the Westerdam. Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-13,en
331,146,10,46,Casino experience on our Bermuda 5-Day cruise aboard the Zuiderdam: ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-10-07,en
332,439,2,9,The casino on the Celebration was okay! Felt like the house edge was much higher than Las Vegas. Not great value.,1,2025-11-09,en
333,15,6,29,"First time playing slots on a cruise ship (Carnival Panorama). Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-25,en
334,324,3,13,Casino experience on our Eastern Caribbean 7-Day cruise aboard the Jubilee: Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-12,en
335,75,2,8,Spent most evenings in the casino on the Celebration. The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-04,es
336,120,5,23,First time playing baccarat on a cruise ship (Carnival Firenze). Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-29,de
337,317,1,1,Had a amazing time at the craps tables on the Mardi Gras. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-10-18,en
338,326,12,57,Casino experience on our Eastern Caribbean 7-Day cruise aboard the Volendam: Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-10-26,en
339,72,6,30,First time playing slots on a cruise ship (Carnival Panorama). Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-12-04,en
340,147,4,17,Casino experience on our Bermuda 5-Day cruise aboard the Carnival Venezia: Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-10-24,en
341,319,9,45,Casino experience on our Panama Canal 11-Day cruise aboard the Koningsdam: Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-11-24,en
342,279,1,3,Had a amazing time at the blackjack tables on the Mardi Gras. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-11-03,en
343,442,6,26,Spent most evenings in the casino on the Carnival Panorama. Felt like the house edge was much higher than Las Vegas. Not great value.,2,2025-10-19,en
344,486,3,11,The casino on the Jubilee was mediocre! Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-10-20,en
345,306,1,5,"The dealers were friendly and professional, made the experience really enjoyable. Overall, the Mardi Gras casino gets a solid recommendation from me.",4,2025-11-13,es
346,254,9,43,Spent most evenings in the casino on the Koningsdam. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-11-10,en
347,251,2,7,I loved the slot machines on the Celebration. The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-10-26,en
348,257,7,31,First time playing baccarat on a cruise ship (Rotterdam). The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-12,en
349,243,1,5,"Played a few rounds of blackjack. Won some, lost some. Pretty average experience. Overall, the Mardi Gras casino gets a mixed review from me.",3,2025-11-16,en
350,447,2,6,"ATM fees in the casino were outrageous. $8 per transaction is highway robbery. Overall, the Celebration casino gets a two thumbs up from me.",2,2025-10-12,en
351,146,12,58,First time playing craps on a cruise ship (Volendam). Won big on the slot machines! The atmosphere was electric with everyone cheering.,5,2025-10-28,en
352,471,5,21,The casino on the Carnival Firenze was decent! The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-16,en
353,311,11,52,Casino experience on our Hawaii 15-Day cruise aboard the Westerdam: Felt like the house edge was much higher than Las Vegas. Not great value.,1,2025-11-06,en
354,461,11,55,Had a wonderful time at the poker tables on the Westerdam. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-11-25,en
355,233,7,31,"Spent most evenings in the casino on the Rotterdam. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-10-17,en
356,256,5,25,The casino on the Carnival Firenze was outstanding! Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-13,en
357,314,3,15,Spent most evenings in the casino on the Jubilee. The casino was too small for the number of passengers. Always crowded and noisy.,2,2025-11-26,en
358,55,12,59,The casino on the Volendam was wonderful! Won big on the slot machines! The atmosphere was electric with everyone cheering.,5,2025-11-10,en
359,331,2,9,Had a wonderful time at the slots tables on the Celebration. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-11-16,en
360,120,9,45,The dealers on the Koningsdam were slow. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-25,es
361,60,12,57,I was disappointed by the slot machines on the Volendam. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,2,2025-10-23,en
362,271,11,55,The casino on the Westerdam was decent! ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,1,2025-11-23,es
363,77,12,60,"The dealers on the Volendam were friendly. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-19,en
364,40,9,43,The casino on the Koningsdam was wonderful! The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-11,en
365,124,3,12,First time playing baccarat on a cruise ship (Jubilee). Casino was extremely smoky. Needs better ventilation or a non-smoking section.,2,2025-11-06,en
366,49,5,25,Casino experience on our Panama Canal 11-Day cruise aboard the Carnival Firenze: Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-11-23,fr
367,210,10,49,First time playing slots on a cruise ship (Zuiderdam). The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-16,es
368,117,9,45,Spent most evenings in the casino on the Koningsdam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-12-03,en
369,210,12,59,"Played a few rounds of blackjack. Won some, lost some. Pretty average experience. Overall, the Volendam casino gets a strong avoid from me.",3,2025-11-03,en
370,75,8,38,"Casino experience on our Mediterranean 14-Day cruise aboard the Nieuw Statendam: Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-14,en
371,191,9,42,Spent most evenings in the casino on the Koningsdam. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-11-05,en
372,486,8,37,Spent most evenings in the casino on the Nieuw Statendam. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-27,es
373,325,11,51,The casino on the Westerdam was outstanding! Casino was extremely smoky. Needs better ventilation or a non-smoking section.,2,2025-10-10,en
374,157,8,40,Had a disappointing time at the blackjack tables on the Nieuw Statendam. The poker room closed too early. Would have liked late-night tournament options.,2,2025-11-21,en
375,283,5,23,The casino on the Carnival Firenze was outstanding! The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-05,en
376,125,3,12,Spent most evenings in the casino on the Jubilee. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-10-29,en
377,287,2,6,I loved the slot machines on the Celebration. The poker room closed too early. Would have liked late-night tournament options.,2,2025-10-18,en
378,211,3,15,The casino on the Jubilee was great! Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-11-15,en
379,64,7,35,The casino on the Rotterdam was okay! Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-11-19,en
380,2,4,20,"The dealers on the Carnival Venezia were slow. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-23,en
381,451,7,34,Spent most evenings in the casino on the Rotterdam. Dealers were rude and impatient with beginners. Not a welcoming environment.,1,2025-11-12,en
382,334,1,4,I loved the slot machines on the Mardi Gras. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-11-12,en
383,482,7,32,Spent most evenings in the casino on the Rotterdam. Slot machines seemed very tight. Played for hours without any significant wins.,1,2025-10-30,en
384,320,11,55,"The casino on the Westerdam was great! Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-12-04,en
385,456,4,19,"Had a great time at the baccarat tables on the Carnival Venezia. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-09,en
386,236,4,19,I appreciated the slot machines on the Carnival Venezia. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-11-14,en
387,230,5,24,The casino on the Carnival Firenze was fantastic! The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-12,de
388,282,8,37,Casino experience on our Western Caribbean 7-Day cruise aboard the Nieuw Statendam: The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-17,en
389,139,4,16,First time playing blackjack on a cruise ship (Carnival Venezia). Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-10-16,en
390,220,3,11,The casino on the Jubilee was great! Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-25,en
391,372,7,32,"Casino experience on our Mexican Riviera 7-Day cruise aboard the Rotterdam: The dealers were friendly and professional, made the experience really enjoyable.",4,2025-10-23,en
392,331,2,7,The casino on the Celebration was great! Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-23,en
393,239,7,31,"Staff remembered my name by the second day. That personal touch made all the difference. Overall, the Rotterdam casino gets a two thumbs up from me.",4,2025-10-11,de
394,457,6,26,Casino experience on our Hawaii 15-Day cruise aboard the Carnival Panorama: The casino was too small for the number of passengers. Always crowded and noisy.,1,2025-10-24,en
395,62,2,7,Had a mediocre time at the slots tables on the Celebration. Felt like the house edge was much higher than Las Vegas. Not great value.,2,2025-10-30,en
396,283,7,32,First time playing slots on a cruise ship (Rotterdam). Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-26,en
397,348,8,37,I was thrilled by the slot machines on the Nieuw Statendam. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-10-23,en
398,208,5,22,Spent most evenings in the casino on the Carnival Firenze. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-14,en
399,14,9,45,First time playing roulette on a cruise ship (Koningsdam). Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-12-05,en
400,374,9,41,Casino experience on our Alaska 7-Day cruise aboard the Koningsdam: Casino was extremely smoky. Needs better ventilation or a non-smoking section.,2,2025-10-10,es
401,344,11,55,First time playing slots on a cruise ship (Westerdam). The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-12-04,de
402,444,4,20,The dealers on the Carnival Venezia were rude. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-11-18,en
403,421,9,44,The casino on the Koningsdam was wonderful! Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-11-12,en
